persona,phq9
"""A singer-songwriter who performs live music at the sports bar to entertain the crowd""",19
"""A seasoned filmmaker known for their commitment to capturing historical events with fidelity in their movies""",24
"""A software engineer who can't stand poor grammar""",14
"""A military strategist focusing on the balancing of power in the Asia-Pacific region""",21
"""A bluegrass musician from Kentucky who idolizes the legends of country music""",8
"""A manufacturer representative seeking insights to streamline production and reduce inventory costs""",2
"""An author who is fascinated by the veterinarian's life and wants to document their story""",0
"""a former college rugby player who is now earning his living as a corporate marketing manager""",2
"""A renowned rock guitarist who offers virtual lessons and advice on mastering different rock styles""",2
"""A Swedish high school exchange student coordinator""",24
"""A hyper-critical media analyst who bristles at overstated narratives.""",2
"""A car enthusiast based in Johannesburg with a focus on luxury vehicles and exotic car reviews""",24
"""A quantitative analyst at a hedge fund who specializes in identifying and exploiting market anomalies""",12
"""A cloud engineer specializing in Azure with a similar passion for debating the strengths of Azure""",15
"""An elderly woman who appreciates the energy and passion of punk music and attends their gigs""",26
"""A politician who supports maintaining the current healthcare system and values the input of insurance company executives""",7
"""A renowned astrophysicist who has made significant contributions to the study of cosmic strings""",23
"""A farmer who has traditional knowledge about the region's plants and their uses""",9
